text,sentiment
just finished german class ready for a big lunch!! ,1
friends are coming over  parrrttyyy !,1
@Lady_Luck 13   Ya i just washed my car ,0
My knee is still hurting... I'm limping! ,0
Hey guys! Please visit my new personal site: http://summerheart.fan-sites.org It would mean the world to me! I have ton of Miley content ,1
@Blazedd Even rapidshare is better than that ,0
At the best part of the Goblet of Fire. Poor Cedric ,0
Cleaning my man-lair.  Gettin' ready for my mom to come visit.  ,1
"@GoodToGoTour Quote MC Lars &quot;Ive been hollering at Ed who runs the Good to Go Tour, so that's looking good.&quot; dude, thats ace ",1
About to get off the stupid fishing boat.. Then going on daddys friends boat with codi for a night thing ,1
hillsong rocks. ,1
is with @sidraismail and nida and noorrrr ,1
Thought yesturday was awesome ,1
Every Juicy Girl should have one of these  http://bit.ly/10rqJn,1
Happy dady's day ,1
TOMB RAIDER SUCKS I THOUGHT IT'D BE FUN BUT IT'S TEDIOUS AS HELL. maybe i'm just too used to brototype. ,0
hey whats up? ,1
the hills is on at 8 tonight.  laurens last episode. ,0
@hockeylicious welcome ,1
@rockinrose In Scotland ,0
"@kinderism The template editor never worked for me, so I didn't design one. ",0
i feel so bad when the kid is sick ,0
"@JaimieH We started early  His bday is actually today. We had cake last nite that was heavenly, tonite is a Phillies game. Thnx 4 askng ",1
"currently sat eyeing up my room, which for once is as tidy as it can be ",1
Today: went to camp. Got to drive party barge and swam in lake marpheas!! ,1
@serengetisunset Yeh.... you know what would be the ultimate resolution? Developer accounts ,1
after studying for 3 hours straight i decided to take a break but not watch family outing until i found out dbsk was on it.. ,1
welcome to Twitter  don't over twat yourself @MichelleTreacyy,1
@whiskeyrose7 my daughter plays piano - Biig exam coming up ,1
Debating: glasses or no glasses? What's your opinion? ,1
is worried about his good friend Joe who suffered a stroke yesterday... ,0
"@dontforgetchaos He/shes doing it now, before it pours with rain! ",1
Software exam over. Preparing for the most boring MIS ,0
Arghh I think I have a cold ,0
"@Running5k2day Yeah, sometimes it's nice to let them go do their own thing.. as long as they return the favor sometime ",1
Yay fir having finished all exams ,1
"@gin_lady thanks, lots of sleep and knitting should help ",1
@wakawakawowow are you ill? ,0
All the clowns and free food and alcohol  heaven. Where be britneh?,1
Sick. Agaaaaaaain ,0
Woohoo! Got me laptop back - it's noiseless now!   ,1
Haven't seen a single Disney character all day. ,0
Thinking - rats - I forgot to get something out of the freezer for tea  Wonder if the boys will go for Cheese on toast with Baked Beans?,0
Sleep is so much better when you have had a few drinks. ,1
"as usual,evening with no activities at all___boring,silent,and starving ",0
It's almost 7:30 in baghdad. ,0
@StaceyMonk very very rad ,1
@Pinot007 im hungry again ,0
Grad dinner over. Too much to do to fit into 8 more days. ,0
"Hot tub last night was well worth it, feeling real relaxed today ",1
@sadoh- shut your mouth ,1
Zahlbar38 is cancelled today. Sorry for all the hundreds of people who where looking forward to this awesome party ,0
I'm glad jelly beans are in season because I have been craving them ,1
"Watching the kid &amp; friend wizzing around on rides at the mall of America. Soo hot outside, great day to be here. Too bad I can't ride ",0
@MissVerna That's cute ,1
Last night was just awesome...cash cash..sing it loud..mimi soya...and most importantly Cobra Starship! Caught a cobra guitar pick ,1
Oh gee. in webpronews a twitter alert for you to not send your email address in tweets. well hey us common sense ppl ,1
Gots me my Blink tickets for the Calgary show! WOOHOO! ,1
@EvanDiaz The site looks great! Looking forward to the official launch ,1
i havent been on twitter on twitte for a while  back in the business ,1
Feet/leg cramps suck so much d. ,0
@michael_avila it's ok friend. Welcome to the club. ,0
"in Alaska with Tanya,Alice and family ",1
I still wish I could be somewhere hot and tropical with great coffee  maybe some quality friends and great food too...hmmm,0
Lmfao I walked in on some guy dick in hand in the women's bathroom at the gay bar. ,1
"Finally getting the chance to return a couple overdue library books today... I know, I'm bad ",0
Good morning.  Woke up to snow falling here in Calgary. ,0
YS ONE DAY stretch break...largest back rub party at @newhopepdx in a long time!  http://twitpic.com/3j6mo,1
"Anyone see the New Moon trailer??? Recap please?? Traveling on highway, no video here. ",0
"Dear God, please don't let it rain on Tuesday... Please, and thank you! ",1
@DAK04 Hi Ralph thanks for the #ff  Didn't realise I wasn't following you but following you now!,1
@elletea  gives you bug bite anti itch stuff lmao thats terrible ily don't let them eat you up anymore please,0
God...fed up of twitter... ,0
"Almost learnt the first section of Drifting by Andy Mckee, I really want to nail it before I go to section two ",1
i am here @forty4vn ,1
tick tock.. only 2 hours and i will be at home.. soo sad ,0
I answered all the Likeness Quizzes in FB. Haha. It's fun! Try it out guys! ,1
Looks like another great day outside! Sweet! Haha but here I am lying in bed feeling super sick ,0
just swam with sis's boyfriend - he is funny ,1
at the movies with @ANDYYSTARR! were gonna see UP! ,1
@Nikki224 oooh so he's gone to the trouble of tracking you down - he must be keen! ,1
"@kissieme I will =] I didn't know it hurts oh gosh, she just walked out  g2g!",1
at the moment: I'm really confused between 0 and 1 ,1
@taki_serbia damn right... i am starting to love this  i just watch good battle ,1
according to the quiz on facebook Im depressed  def true now I wish I knew what to fucking do.,0
Tooth ache in the middle of the night...  looks like some teeth need to come out... Eina!,0
i have just mad a twitter page coz i seen it on the news and celebrities have it as well and i want to meet new people ,1
wondering why this world is so fucked. Really have faith the youth today will assist in a better world  no pressure LOL,1
@RODIEN Just beautiful. Have a great day. ,1
Ready to meet God at church. Ask for a microscope and thnk for SMANSA ,1
@ClaireFeely welcome back I hope you had a brilliant time which I'm sure you did ,1
Hanging out with @carrleyy tonight before she leaves to Europe tomorrow ,0
To wee or not to wee that is the question! ,0
dude this sucks i cant get wir point to work ,0
"@ssnider yes please! met your fiancee at ian's party the other day, btw... she's very sweet  congrats to you guys!",1
@rosalindphyllis Really sorry to hear about that  Sending you good karma,0
"Just watched new moon trailor, Pretty cool, better than expected Lol, better director, bigger budget. BETTER MOVIE ",1
is it just me? ....or it getting damn cold again? ,0
"Hey! Good morning   Blessed with another beautiful day ahead, no idea what to do except chill ... how about you guys?",1
@iantalbot You're still welcome - the door's wide enough for your zimmer frame ,1
#delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday #delongeday ,1
ready to hang with @jackiedetterich and the boys... ,1
"http://twitpic.com/3nfbn - OK as the clock goes - Harrold, George and Captain Underpants all from Captain Underpants ",1
"@markfred ok, but your not. ",0
It stop raining in Marysville. Short down pour ,0
@Fearnecotton or HOCKEY  tell me if youre going to play them and i will find out how to tune in somehow online lol.. help,1
@crispyd @cesboogie @m3lissad aww i dont think i can come tonight. stuff came up and now i have to wake up early tomorrow. ,0
"@lynnie11 no shit, 14 months?  wow.  i'm trying desperately to work north america into the plans.  maybe i'll get to visit you ",1
Kazaam 2 might not be coming out after all. Not even a DVD release. ,0
@RobGreen Du Freak  #motorhaube,1
@ekwOnn umm.. Idk.. :/ Phuong doesn't have season 2 yet ,0
@tulz22 You know what's worse than a hangover? A hangover on Monday ,0
Spending the night in my apartment!!!!   ,1
@EMMAKATE76 good morning girlie i just woke up buit still too early cause i went to bed at 4am i wanna go back and dream of Jon ,1
"if anyone on the gold coast has pix, video, anecdotes about the sick whale in the broadwater, give me a call on 55842288 or 0418188806 ",1
it was sooo foggy on the on the freeway 2nite it was actually scary! ,0
OMFG Why the hell is &quot;Up&quot; not being released in the UK until FUCKING OCTOBER! WTFOMFG! /angry face   ,0
"Had sooo much fun with curtis, carter and Taylor last night! ",1
I'm getting a headache from listening to the tape and transcribing ,0
"Still, I really hope Rockstar does another Vice City themed GTA in the future...  I wanted to play GTA VC again but it feels really dated ",0
"OMG, this day was both the best and the worst day in my life but The End ",0
@nunudollie you have to love it baby  I totally do!,1
@GeeOh108 so not tired ,0
@OfficialAS naaw -huggles- i hope you feel better. Stupid food tech! ,0
someone has died from swine flu(or h1n1 virus) today  let's pray that that this is only a passing thing that will soon pass away...,0
@necolebitchie Wow! That was HORRIBLE! Man I didn't realize how dangerous those poles are! She almost killed herself. ,0
my fricken itunes wont work ! ,0
"everythings happenenig wayy too fast   jesus, please slow the time down",1
@chevale I'm watching disney channel. I think I'm gonna slp early too. Headache again  watcha doin? Didn't c u tweet today.,0
want her betsey johnson shoes right now!! i might exchange for the red one now thinking about it  that'll prob won't happen,0
"@anima u can have my place but let's not swap....  I wanna live in Southampton, England ",1
@Roberta_bs When do you come to Germany ?  (Rewe Family),1
good morning   its going to be a good day!!!,1
"@Karmatical Lots of folks think I'm a BC, but I'm only 16 lbs - I'm a bi-black sheltie with an all black face ",1
"im tried. and when i get tired, i either get sad or...well no. i just get sad. i miss my brother  i want him to come homeeee",0
I just burned six fingers with my flat iron ,0
@Kazcita benediction was good.  Much easier to cope with.  Arm is a mess after mass though ,0
toddler is throwing a knock down tantrum. pulled my hair &amp; scratched my face. WTH??? out of no where.  ,0
leaving on tuesday.. ,0
thinks Matt is super handsome and it's a shame I can't see him all day ,0
i miss my â™¥ @BG_226  that's my bbys mama/ ride or die/ partner/ bitch foreal foreals!,0
"Kind of sad my twitpic never showed up from before. That show was COMPLETELY amazing... very, very powerful music. Glad I went. ",1
downloading every via audio driver i can find. my sound decided to delete itself last night. i miss my music. ,0
Hair and make up and than hopefully off to cell phone store. ,1
@kaylaaaa_ muffin. if you're at work.. wanna do me a favor and text me my schedule for next week? ,0
"@sammblake@arlenebax Thanks so much for yesterday! Most of all, just nice to catch up  See you after the hols. Have a great trip Arlene!",1
"@Cookistas oy i miss u guys na! and Cooky! lagnat sucks.  rly, Neal smoked onstage? WAH. that's.. HOT.",0
is distraught finking about peter andre and katie prices split...they were my only hope in true love ,0
http://twitpic.com/6a3z0 Thanks mom n dad u gave me elf ears ,0
im bored in english with anne ,1
graduation on monday. reallly nervous ,0
cant make up my mind on wat to do tonightt ,0
@mousecrazy55 glad I can make ya smile ,1
@Short_ee theyre great  first ones ive seen,1
I hate when progress meters go the wrong way. ,0
"workout, work, workout, swim and now fishing. perfect day ",1
@dilligafstupid  Lol They Did  On Ring Of Fire Islands Just Helping Akzanna Now Still Drunk Hah,1
BRUCE BOWEN IS LEAVING THE SPURS ,0
@BishopLamont1 Keep the good music coming. We NEED Don't Come Around Here &amp; It hurts. ,1
@SheryleeB Sounds like it has been a pretty sucky one.  Hopefully tomorrow will be better.,0
@thedailysurvey Voting for Touch My Hand by David Archie again  thankssomuch! ,1
